My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
5.47,1.6,0,1.14,0.06,0,0,0.05,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.19,0,0.83165,0.83165,0,0.59157,0.02953,0,0,0.02451,0.008,0.01188,0.0201,0.00102,0.00041,0.00485,0.00487,0.03631,0.09858,0,0.02,0.02,0.15,0.05,9.74,0,0.12,0.09,0.65,4.19,0.12,3.34,-0.06,-1.36,1.27,2.45,0.98,-1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.27,72,72,74,34.46,66.07,0,39.02,35.42,71,3.13,0,0
7.22,1.69,1.45,1.24,0.06,0,0,0.05,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.18,1.45,1.09005,0.87655,0.2135,0.64231,0.03248,0,0,0.02451,0.008,0.01188,0.01959,0.00073,0.00024,0.00323,0.00278,0.03521,0.09559,0.2135,0.01,0.02,0.09,0.03,10.56,0,0.07,0.12,0.64,4.56,0.12,3.41,-0.05,-1.17,1.29,2.44,1.09,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.34,72,72,74,34.91,65.87,0,39.02,35.67,73,4.7,0,0
5.85,1.71,0,1.27,0.06,0,0,0.05,0.01,0.02,0.04,0,0,0,0.01,0.07,0.18,0,0.88916,0.88916,0,0.66092,0.03342,0,0,0.02451,0.00757,0.01188,0.01907,0.00044,0.00024,0.00162,0.00278,0.03411,0.09261,0,0.01,0.01,0.15,0.05,11,0,0.11,0.16,0.61,4.81,0.12,3.35,-0.01,-0.98,1.25,2.37,1.18,-1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.48,72,72,74,34.7,65.67,0,39.74,36.21,72,5.82,0,0
5.2,1.52,0,1.08,0.05,0,0,0.05,0.01,0.02,0.04,0,0,0.01,0.01,0.07,0.18,0,0.7904,0.7904,0,0.55928,0.02639,0,0,0.02696,0.00757,0.01188,0.01856,0.00044,0.00041,0.00323,0.00487,0.03521,0.09559,0,0.02,0.01,0.42,0.15,11.27,0,0.3,0.19,0.57,4.96,0.12,3.32,0.02,-0.81,1.23,2.34,1.22,-1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.59,72,72,74,34.73,65.87,0,40.28,36.57,71,6.93,0,0
8.38,1.58,2.98,1.08,0.05,0,0,0.09,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.19,2.98,1.25914,0.81959,0.43956,0.56073,0.02636,0,0,0.04412,0.00844,0.01188,0.01856,0.00146,0.00065,0.00485,0.00766,0.03631,0.09858,0.43956,0.03,0.03,1.56,0.55,11.37,0,1.09,0.21,0.53,5.04,0.12,3.27,0.07,-0.65,1.2,2.29,1.23,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.66,72,72,74,34.77,66.07,0,41,37.09,70,8.05,0,0
8.73,1.65,3.11,1.02,0.05,0,0,0.14,0.02,0.02,0.04,0.01,0,0.02,0.03,0.08,0.21,3.11,1.31242,0.85504,0.45738,0.53028,0.02446,0,0,0.07354,0.00952,0.01188,0.01959,0.00291,0.0013,0.01293,0.0174,0.04071,0.11053,0.45738,0.06,0.06,3.52,1.24,10.9,0,2.47,0.23,0.51,5.08,0.12,3.02,0.16,-0.45,1,2.14,1.23,-2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.78,72,72,74,31.39,67.08,0,43.34,38.79,67,6.93,0,0
8.93,1.71,3.11,0.95,0.04,0,0,0.18,0.02,0.02,0.04,0.01,0.01,0.05,0.06,0.09,0.24,3.11,1.34264,0.88471,0.45793,0.49372,0.02229,0,0,0.09315,0.00887,0.01188,0.02062,0.00452,0.00289,0.02587,0.02923,0.04621,0.12547,0.45793,0.13,0.09,3.49,1.23,10.26,0,2.5,0.25,0.49,5.05,0.11,2.78,0.25,-0.27,0.81,2,1.18,-2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.81,72,72,74,28.03,68.68,0,45.68,40.44,64,5.82,0,0
8.34,1.54,3.07,0.74,0.03,0,0,0.19,0.01,0.02,0.04,0.02,0.01,0.07,0.06,0.09,0.25,3.07,1.25268,0.79979,0.4529,0.3836,0.01664,0,0,0.1005,0.00671,0.01188,0.02113,0.00845,0.0043,0.0388,0.03201,0.04731,0.12845,0.4529,0.19,0.17,2.84,1,7.91,0,2.13,0.34,0.69,5.49,0.11,-2.89,1.57,1.23,0.65,1.85,1.11,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.05,72,72,74,24.84,70.28,0,48.02,42.03,61,4.7,13.31,158.18
7.27,1.24,3.04,0.42,0.02,0,0,0.19,0.01,0.02,0.04,0.02,0.01,0.11,0.06,0.09,0.25,3.04,1.09106,0.64348,0.44758,0.21652,0.00936,0,0,0.1005,0.00541,0.01188,0.02113,0.00947,0.00507,0.05497,0.0334,0.04731,0.12845,0.44758,0.22,0.2,2.22,0.78,4.84,0,1.72,0.37,0.67,4.89,0.09,-5.42,1.99,1.81,0.41,1.39,0.84,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.33,72,72,74,21.52,72.29,0,54.32,45.05,48,9.17,19.97,234.9
4.84,0.98,1.51,0.17,0.01,0,0,0.18,0.01,0.02,0.04,0.02,0.01,0.12,0.06,0.09,0.25,1.51,0.72904,0.50732,0.22171,0.08924,0.00364,0,0,0.0956,0.00519,0.01188,0.02062,0.00816,0.00495,0.06305,0.02923,0.04731,0.12845,0.22171,0.22,0.17,1.79,0.63,2.04,0,1.42,0.38,0.53,3.5,0.07,-6.05,2.16,1.96,0.29,0.9,0.51,-2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.67,72,72,74,23.4,73.29,0,60.62,46.99,34,13.87,25.04,263.43
4.26,0.81,1.49,0,0,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.13,0.07,0.09,0.25,1.49,0.63987,0.41992,0.21995,0,0,0,0,0.0907,0.00519,0.01188,0.02062,0.00699,0.00442,0.06548,0.0348,0.04841,0.13144,0.21995,0.19,0.14,1.4,0.5,0,0,1.13,0.37,0.33,2.03,0.05,-5.79,2.21,1.96,0.17,0.4,0.21,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.11,72.16,72,74,30.47,73.59,0,66.92,48.05,21,18.34,28.21,280.54
4.25,0.81,1.48,0,0,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.12,0.08,0.1,0.26,1.48,0.6389,0.42075,0.21816,0,0,0,0,0.08825,0.00562,0.01188,0.02165,0.00597,0.00395,0.05982,0.03967,0.04951,0.13443,0.21816,0.17,0.12,1.02,0.36,0,0,0.84,0.34,0.12,0.93,0.03,-4.87,2.18,2,0.16,0.41,0,-2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.47,72.81,72,74,26.2,72.89,0,66.92,47.46,19,16.78,29.16,288.15
4.15,0.78,1.48,0,0,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.1,0.06,0.1,0.26,1.48,0.62343,0.40595,0.21748,0,0,0,0,0.0858,0.00627,0.01188,0.02165,0.0067,0.00354,0.05416,0.03201,0.04951,0.13443,0.21748,0.16,0.14,0.87,0.31,0,0,0.74,0.33,0.04,0.34,0.02,-5.32,2.6,2.41,0.16,0.45,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.51,73.63,72,74,23.18,72.19,0,66.92,46.87,17,15.43,28.21,284.35
4.32,0.83,1.47,0,0,0.04,0.01,0.17,0.01,0.02,0.04,0.01,0.01,0.09,0.08,0.09,0.25,1.47,0.64949,0.43261,0.21688,0,0,0.02125,0.00669,0.0907,0.00671,0.01188,0.02165,0.00524,0.00289,0.04608,0.03967,0.04841,0.13144,0.21688,0.13,0.11,0.78,0.27,0,0.85,0.65,0,0,0,0,0,0,0,0,0,0,0,-0.33,0.04,-0.16,-0.02,6.27,-3.11,-2.97,-0.15,0,-0.51,0,2.34,0,0,74.67,73.99,72,74,20.13,71.18,0,66.92,46.28,15,13.87,25.68,273.25
3.04,0.89,0,0,0,0.06,0.02,0.19,0.01,0.02,0.04,0.01,0.01,0.1,0.06,0.1,0.27,0,0.46121,0.46121,0,0,0,0.03288,0.01068,0.1005,0.00757,0.01188,0.02113,0.00553,0.00306,0.04931,0.03062,0.05061,0.13742,0,0.13,0.11,0.75,0.26,0,1.35,0.64,0,0,0,0,0,0,0,0,0,0,0,-0.28,0.15,0.23,-0.02,6.04,-3.15,-2.98,-0.25,0,-0.78,0.08,2.41,0,0,75.13,74,72,74,22.71,71.58,0,63.86,44.92,17,13.87,20.6,245.36
4.95,1.02,1.48,0,0,0.07,0.02,0.24,0.02,0.02,0.04,0.01,0.01,0.09,0.12,0.1,0.28,1.48,0.74579,0.52833,0.21746,0,0,0.03641,0.01211,0.12256,0.00952,0.01188,0.02268,0.00553,0.00295,0.04446,0.06403,0.05281,0.14339,0.21746,0.13,0.11,0.89,0.32,0,1.54,0.74,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.19,0.82,-0.03,4.23,-2.75,-2.13,-0.35,0,-0.99,0.13,2.79,0,0,75.27,74,72,74,25.18,70.98,0,60.98,43.82,20,13.87,14.26,182.91
5.45,1.16,1.48,0,0,0.03,0.01,0.31,0.02,0.02,0.05,0.01,0.01,0.08,0.2,0.11,0.3,1.48,0.82104,0.60235,0.21868,0,0,0.01768,0.00599,0.15933,0.01211,0.01188,0.02474,0.00714,0.00289,0.04365,0.10439,0.05721,0.15534,0.21868,0.13,0.15,1.16,0.41,0,0.76,0.94,0,0,0,0,0,0,0,0,0,0,0,-0.08,0.29,1.46,-0.04,-0.41,-1.7,-0.58,-0.48,0,-1.23,0.14,3.48,0,0,74.87,74,72,74,27.78,70.88,0,57.92,42.24,22,13.87,6.02,40.26
5.55,1.19,1.49,0,0,0,0,0.41,0.03,0.02,0.05,0.02,0.01,0.08,0.16,0.11,0.31,1.49,0.8366,0.61716,0.21944,0,0,0,0,0.21081,0.01384,0.01188,0.02577,0.01267,0.00289,0.04123,0.08142,0.05831,0.15833,0.21944,0.13,0.26,1.26,0.44,0,0,1.05,0.03,-0.17,-1.13,0.06,2.21,1.36,-0.1,0.64,1.41,-0.07,-3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.32,73.84,72,74,32.18,70.58,0,55.58,41.95,28,14.99,0,0
5.54,1.19,1.49,0,0,0,0,0.5,0.03,0.02,0.05,0.03,0.01,0.08,0.08,0.11,0.29,1.49,0.83483,0.61513,0.2197,0,0,0,0,0.25739,0.01471,0.01188,0.02474,0.01617,0.00289,0.04123,0.04176,0.05501,0.14937,0.2197,0.13,0.33,1.26,0.44,0,0,1.09,0,0.01,-0.28,0.07,2.39,1.16,-0.49,0.78,1.58,0,-4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.66,73.08,72,74,36.33,70.58,0,53.42,41.8,35,16.11,0,0
5.9,1.15,1.98,0,0,0,0,0.52,0.03,0.02,0.05,0.03,0.01,0.08,0.05,0.1,0.27,1.98,0.88707,0.59539,0.29168,0,0,0,0,0.26964,0.01514,0.01188,0.02423,0.01311,0.00289,0.04203,0.02436,0.05171,0.1404,0.29168,0.13,0.27,1.26,0.44,0,0,1.06,-0.03,0.1,0.45,0.08,2.54,0.78,-1.16,0.93,1.71,0,-3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.69,72.15,72,74,40.25,70.68,0,51.08,41.14,41,17.22,0,0
6.48,1.17,2.49,0.2,0.01,0,0,0.37,0.03,0.02,0.05,0.02,0.01,0.08,0.03,0.1,0.26,2.49,0.97336,0.60709,0.36626,0.10283,0.00345,0,0,0.19365,0.01406,0.01188,0.02371,0.00976,0.00277,0.04365,0.0174,0.04951,0.13443,0.36626,0.12,0.2,1.22,0.43,1.66,0,1,-0.06,0.16,0.98,0.08,2.66,0.26,-1.89,1.13,1.83,0,-3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.66,72,72,74,44.12,70.88,0,48.74,40.32,47,18.34,0,0
3.65,1.07,0,0.36,0.01,0,0,0.19,0.02,0.02,0.04,0.01,0,0.07,0.02,0.08,0.23,0,0.55469,0.55469,0,0.18421,0.00725,0,0,0.09805,0.01211,0.01188,0.02268,0.00641,0.00189,0.03557,0.01113,0.04401,0.11949,0,0.08,0.13,0.86,0.3,3.38,0,0.7,-0.07,0.23,1.49,0.09,2.86,0.1,-2.18,1.41,1.99,0.18,-2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.28,72,72,74,49.69,69.88,0,46.4,39.21,52,19.69,0,0
5.08,1.06,1.47,0.52,0.02,0,0,0.09,0.02,0.02,0.04,0.01,0,0.04,0.01,0.08,0.21,1.47,0.76571,0.54968,0.21604,0.27116,0.01149,0,0,0.04412,0.01017,0.01188,0.02113,0.00452,0.001,0.0194,0.00766,0.03961,0.10754,0.21604,0.04,0.09,0.62,0.22,5.19,0,0.5,-0.06,0.32,2.1,0.09,3.08,-0.07,-2.28,1.72,2.12,0.36,-2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.09,72,72,74,55.26,67.88,0,44.06,38.14,58,20.8,0,0
3.8,1.11,0,0.64,0.03,0,0,0.06,0.02,0.02,0.04,0,0,0.02,0.01,0.07,0.2,0,0.57769,0.57769,0,0.3338,0.0146,0,0,0.02942,0.00865,0.01188,0.02062,0.00218,0.00053,0.00808,0.00487,0.03851,0.10456,0,0.02,0.05,0.33,0.12,6.53,0,0.26,-0.02,0.37,2.73,0.1,3.14,-0.07,-2,1.63,2.13,0.56,-2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.01,72,72,74,50.77,66.48,0,43.34,37.37,57,18.79,0,0
5.47,1.18,1.45,0.74,0.03,0,0,0.05,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.19,1.45,0.82513,0.61135,0.21377,0.38369,0.01712,0,0,0.02451,0.008,0.01188,0.0201,0.00102,0.00041,0.00485,0.00487,0.03631,0.09858,0.21377,0.02,0.02,0.15,0.05,7.59,0,0.12,0.01,0.39,3.24,0.11,3.17,-0.07,-1.7,1.54,2.17,0.71,-1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.96,72,72,74,46.96,66.07,0,42.8,36.76,56,17,0,0
4.25,1.25,0,0.82,0.04,0,0,0.05,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.18,0,0.6461,0.6461,0,0.42507,0.01927,0,0,0.02451,0.008,0.01188,0.01959,0.00073,0.00024,0.00323,0.00278,0.03521,0.09559,0,0.01,0.02,0.09,0.03,8.45,0,0.07,0.04,0.4,3.63,0.11,3.22,-0.07,-1.45,1.45,2.22,0.82,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.94,72,72,74,43.35,65.87,0,42.08,36,55,14.99,0,0
4.62,1.36,0,0.94,0.04,0,0,0.05,0.01,0.02,0.04,0,0,0,0.01,0.07,0.18,0,0.70257,0.70257,0,0.48525,0.0225,0,0,0.02451,0.00757,0.01188,0.01907,0.00044,0.00024,0.00162,0.00278,0.03411,0.09261,0,0.01,0.01,0.15,0.05,9.66,0,0.11,0.07,0.39,3.91,0.11,3.38,-0.08,-1.27,1.78,2.33,0.91,-1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.94,72,72,74,50.45,65.67,0,40.64,34.76,55,17.67,0,0
7,1.62,1.46,1.17,0.06,0,0,0.05,0.01,0.02,0.04,0,0,0.01,0.01,0.07,0.18,1.46,1.05722,0.84239,0.21482,0.60824,0.02942,0,0,0.02696,0.00757,0.01188,0.01856,0.00044,0.00041,0.00323,0.00487,0.03521,0.09559,0.21482,0.02,0.01,0.42,0.15,10.83,0,0.3,0.09,0.39,4.15,0.12,3.54,-0.08,-1.12,2.15,2.44,1.04,-1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.06,72,72,74,58.25,65.87,0,39.38,33.68,55,20.36,0,0
7.68,1.82,1.49,1.3,0.06,0,0,0.09,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.19,1.49,1.16082,0.94119,0.21964,0.67551,0.03318,0,0,0.04412,0.00844,0.01188,0.01856,0.00146,0.00065,0.00485,0.00766,0.03631,0.09858,0.21964,0.03,0.03,1.55,0.55,11.99,0,1.09,0.11,0.36,4.37,0.12,3.69,-0.06,-0.98,2.59,2.56,1.17,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.23,72,72,74,67.09,66.07,0,37.94,32.44,55,23.04,0,0
9.88,1.98,3.11,1.34,0.07,0,0,0.14,0.02,0.02,0.04,0.01,0,0.02,0.03,0.08,0.21,3.11,1.48612,1.02861,0.4575,0.69413,0.03417,0,0,0.07354,0.00952,0.01188,0.01959,0.00291,0.0013,0.01293,0.0174,0.04071,0.11053,0.4575,0.06,0.06,3.52,1.24,12.36,0,2.47,0.14,0.33,4.59,0.12,3.75,-0.02,-0.83,2.49,2.63,1.28,-2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.44,72,72,74,63.61,67.08,0,37.58,32.01,54,21.92,0,0
10.37,2.13,3.11,1.35,0.07,0,0,0.18,0.02,0.02,0.04,0.01,0.01,0.05,0.06,0.09,0.24,3.11,1.5619,1.10384,0.45806,0.70066,0.03448,0,0,0.09315,0.00887,0.01188,0.02062,0.00452,0.00289,0.02587,0.02923,0.04621,0.12547,0.45806,0.13,0.09,3.5,1.23,12.51,0,2.5,0.16,0.3,4.79,0.13,3.76,0.03,-0.68,2.36,2.72,1.31,-2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.49,72,72,74,60,68.68,0,37.4,31.35,53,20.8,0,0
10.41,2.15,3.08,1.31,0.06,0,0,0.19,0.01,0.02,0.04,0.02,0.01,0.07,0.06,0.09,0.25,3.08,1.56744,1.11447,0.45297,0.68149,0.03342,0,0,0.1005,0.00671,0.01188,0.02113,0.00845,0.0043,0.0388,0.03201,0.04731,0.12845,0.45297,0.19,0.17,2.84,1,12.13,0,2.13,0.21,0.38,5.16,0.13,1.7,0.46,-0.07,2.26,2.81,1.32,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.59,72,72,74,56.76,70.28,0,37.04,30.94,52,19.69,24.09,32.65
9.55,1.91,3.04,1.05,0.05,0,0,0.19,0.01,0.02,0.04,0.02,0.01,0.11,0.06,0.09,0.25,3.04,1.43694,0.98933,0.4476,0.54599,0.02574,0,0,0.1005,0.00541,0.01188,0.02113,0.00947,0.00507,0.05497,0.0334,0.04731,0.12845,0.4476,0.22,0.2,2.21,0.78,9.92,0,1.72,0.27,0.5,5.52,0.13,-2.15,1.26,0.88,1.8,2.66,1.28,-2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.82,72,72,74,49.09,72.29,0,39.74,32.93,47,17.67,39.31,139.8
6.94,1.59,1.51,0.76,0.03,0,0,0.18,0.01,0.02,0.04,0.02,0.01,0.12,0.06,0.09,0.25,1.51,1.04731,0.82553,0.22178,0.39338,0.0177,0,0,0.0956,0.00519,0.01188,0.02062,0.00816,0.00495,0.06305,0.02923,0.04731,0.12845,0.22178,0.22,0.17,1.79,0.63,7.77,0,1.42,0.29,0.46,5.16,0.12,-3.63,1.49,1.13,1.44,2.47,1.04,-2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.88,72,72,74,42.85,73.29,0,42.26,34.3,42,15.88,33.6,222.22
6.35,1.42,1.49,0.59,0.03,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.13,0.07,0.09,0.25,1.49,0.95768,0.73768,0.22,0.30464,0.01311,0,0,0.0907,0.00519,0.01188,0.02062,0.00699,0.00442,0.06548,0.0348,0.04841,0.13144,0.22,0.19,0.14,1.41,0.5,5.98,0,1.13,0.28,0.32,4.23,0.1,-3.3,1.45,0.98,1.11,2.24,0.81,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.11,72,72,74,36.64,73.59,0,44.96,35.69,37,13.87,19.65,284.35
5.96,1.31,1.48,0.48,0.02,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.12,0.08,0.1,0.26,1.48,0.89906,0.68086,0.2182,0.24974,0.01038,0,0,0.08825,0.00562,0.01188,0.02165,0.00597,0.00395,0.05982,0.03967,0.04951,0.13443,0.2182,0.17,0.12,1.02,0.36,4.83,0,0.84,0.26,0.13,3.22,0.09,-2.46,1.38,0.83,0.97,2.08,0.62,-2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.49,72,72,74,34.23,72.89,0,46.58,36.46,34,13.2,19.65,284.03
5.4,1.15,1.48,0.35,0.01,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.1,0.06,0.1,0.26,1.48,0.81323,0.5957,0.21753,0.18261,0.00714,0,0,0.0858,0.00627,0.01188,0.02165,0.0067,0.00354,0.05416,0.03201,0.04951,0.13443,0.21753,0.16,0.14,0.86,0.3,3.41,0,0.74,0.26,0.01,2.67,0.08,-3.48,1.75,1.16,0.82,1.91,0.49,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.01,72,72,74,31.32,72.19,0,48.38,37.13,30,12.3,20.29,297.34
4.76,0.96,1.47,0.17,0.01,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.09,0.08,0.09,0.25,1.47,0.71621,0.49926,0.21695,0.09061,0.00399,0,0,0.0907,0.00671,0.01188,0.02165,0.00524,0.00289,0.04608,0.03967,0.04841,0.13144,0.21695,0.13,0.11,0.78,0.27,1.95,0,0.65,0.26,-0.06,2.34,0.08,-4.86,2.09,1.6,0.71,1.74,0.34,-2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.41,72,72,74,29.04,71.18,0,50,37.78,27,11.63,18.39,294.49
4.82,0.98,1.47,0.17,0.01,0,0,0.19,0.01,0.02,0.04,0.01,0.01,0.1,0.06,0.1,0.27,1.47,0.72519,0.50835,0.21684,0.0879,0.00281,0,0,0.1005,0.00757,0.01188,0.02113,0.00553,0.00306,0.04931,0.03062,0.05061,0.13742,0.21684,0.13,0.11,0.75,0.26,1.33,0,0.64,0.23,-0.1,1.74,0.08,-5.01,2.21,1.67,0.78,1.92,0.19,-2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,72,72,74,29.24,71.58,0,48.02,36.5,28,10.51,14.9,271.67
3.66,1.07,0,0.14,0,0,0,0.24,0.02,0.02,0.04,0.01,0.01,0.09,0.12,0.1,0.28,0,0.55574,0.55574,0,0.07373,0.00219,0,0,0.12256,0.00952,0.01188,0.02268,0.00553,0.00295,0.04446,0.06403,0.05281,0.14339,0,0.13,0.11,0.9,0.32,1.01,0,0.74,0.18,-0.12,1.03,0.08,-3.69,1.99,1.23,0.86,2.07,0.13,-2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.48,72,72,74,29.72,70.98,0,46.04,35.03,28,9.17,10.14,220.63
6.07,1.34,1.49,0.22,0.01,0,0,0.31,0.02,0.02,0.05,0.01,0.01,0.08,0.2,0.11,0.3,1.49,0.91581,0.69702,0.21879,0.11423,0.00411,0,0,0.15933,0.01211,0.01188,0.02474,0.00714,0.00289,0.04365,0.10439,0.05721,0.15534,0.21879,0.13,0.15,1.17,0.41,1.85,0,0.94,0.09,-0.18,0.23,0.09,0.83,0.95,-0.01,0.96,2.23,0.1,-3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.93,72,72,74,30.62,70.88,0,44.06,33.71,29,8.05,5.07,71.32
8.21,1.53,2.98,0.33,0.01,0,0,0.41,0.03,0.02,0.05,0.02,0.01,0.08,0.16,0.11,0.31,2.98,1.23435,0.79529,0.43906,0.17127,0.00687,0,0,0.21081,0.01384,0.01188,0.02577,0.01267,0.00289,0.04123,0.08142,0.05831,0.15833,0.43906,0.13,0.26,1.25,0.44,3.01,0,1.05,0.03,-0.06,0.2,0.1,3.29,0.52,-0.78,1.04,2.39,0.19,-3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.37,72,72,74,30.98,70.58,0,42.08,32.97,34,5.37,0,0
